"Strain","Locus Tag","Accession","Product","Number of Amino Acids","Subcellular Localization","Confidence","Localization Group (Primary/Secondary)"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66800","YP_793524.1","hypothetical protein","124","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66820","YP_793525.1","poly(3-hydroxyalkanoic acid) synthase 1","560","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66830","YP_793526.1","poly(3-hydroxyalkanoic acid) depolymerase","286","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66840","YP_793527.1","poly(3-hydroxyalkanoic acid) synthase 2","561","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66850","YP_793528.1","TetR family transcriptional regulator","206","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66875","YP_793529.1","polyhydroxyalkanoate synthesis protein PhaF","310","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66880","YP_793530.1","hypothetical protein","139","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66890","YP_793531.1","hypothetical protein","92","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66900","YP_793532.1","ubiquinone/menaquinone biosynthesis methyltransferase","257","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66910","YP_793533.1","hypothetical protein","209","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66920","YP_793534.1","ubiquinone biosynthesis protein UbiB","534","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66940","YP_793535.1","phosphoribosyl-AMP cyclohydrolase","135","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66950","YP_793536.1","phosphoribosyl-ATP pyrophosphatase","112","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66960","YP_793537.1","twin arginine translocase A","83","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66970","YP_793538.1","sec-independent translocase","142","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66980","YP_793539.1","sec-independent protein translocase TatC","268","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_66990","YP_793540.1","16S ribosomal RNA methyltransferase RsmE","236","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67010","YP_793541.1","chemotaxis transducer","648","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67020","YP_793542.1","hypothetical protein","154","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67030","YP_793543.1","ABC transporter ATP-binding protein","245","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67040","YP_793544.1","ABC transporter permease","321","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67050","YP_793545.1","ABC transporter substrate-binding protein","267","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67065","YP_793546.1","glucosyltransferase MdoH","862","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67090","YP_793547.1","glucan biosynthesis protein G","526","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67100","YP_793548.1","D-tyrosyl-tRNA(Tyr) deacylase","146","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67110","YP_793549.1","prolyl aminopeptidase","324","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67120","YP_793550.1","hypothetical protein","159","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67130","YP_793551.1","ABC transporter substrate-binding protein","300","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67140","YP_793552.1","hypothetical protein","117","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67150","YP_793553.1","oxidoreductase","417","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67170","YP_793554.1","LysR family transcriptional regulator","319","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67180","YP_793555.1","type VI secretion lipase immunity protein, Tli5b4","290","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67190","YP_793556.1","type VI secretion lipase immunity protein, Tli5b3","294","Extracellular","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67200","YP_793557.1","type VI secretion lipase immunity protein, Tli5b2","290","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67210","YP_793558.1","type VI secretion lipase immunity protein, Tli5b1","292","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67220","YP_793559.1","type VI secretion phospholipase D effector  Tle5b","746","Extracellular","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67230","YP_793560.1","VgrG5","791","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67240","YP_793561.1","N-formylglutamate amidohydrolase","267","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67250","YP_793562.1","imidazolonepropionase","403","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67260","YP_793563.1","histidine/phenylalanine ammonia-lyase","511","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67270","YP_793564.1","ABC transporter ATP-binding protein","277","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67280","YP_793565.1","ABC transporter permease","284","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67300","YP_793566.1","ABC transporter substrate-binding protein","323","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67310","YP_793567.1","amino acid permease","468","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67320","YP_793568.1","histidine ammonia-lyase","510","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67340","YP_793569.1","cytosine/purines uracil thiamine allantoin permease","481","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67350","YP_793570.1","urocanate hydratase","560","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67370","YP_793571.1","hypothetical protein","266","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67380","YP_793572.1","fatty acid desaturase","313","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67400","YP_793573.1","ABC transporter substrate-binding protein","341","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67410","YP_793574.1","hypothetical protein","197","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67420","YP_793575.1","histidine utilization genes repressor protein","251","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67440","YP_793576.1","N-formimino-L-glutamate deiminase","454","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67450","YP_793577.1","outer membrane lipoprotein Blc","190","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67460","YP_793578.1","lipoprotein","86","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67470","YP_793579.1","hypothetical protein","201","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67490","YP_793580.1","fructose-1,6-bisphosphatase","337","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67500","YP_793581.1","lactoylglutathione lyase","177","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67510","YP_793582.1","esterase EstA","647","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67520","YP_793583.1","hypothetical protein","465","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67530","YP_793584.1","hypothetical protein","1202","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67540","YP_793585.1","hypothetical protein","195","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67550","YP_793586.1","transcriptional regulator","142","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67560","YP_793587.1","TypA","606","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67580","YP_793588.1","thiamine biosynthesis protein ThiI","485","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67600","YP_793589.1","glutamine synthetase","470","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67620","YP_793590.1","hypothetical protein","135","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67630","YP_793591.1","hypothetical protein","736","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67640","YP_793592.1","hypothetical protein","174","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67650","YP_793593.1","hypothetical protein","191","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67670","YP_793594.1","two-component sensor NtrB","359","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67680","YP_793595.1","two-component response regulator NtrC","477","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67700","YP_793596.1","hypothetical protein","156","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67710","YP_793597.1","rRNA methylase","154","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67720","YP_793598.1","preprotein translocase subunit SecB","164","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67740","YP_793599.1","glutaredoxin","85","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67750","YP_793600.1","rhodanese-like domain-containing protein","140","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67770","YP_793601.1","phosphoglyceromutase","516","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67780","YP_793602.1","hypothetical protein","273","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67790","YP_793603.1","membrane-bound metallopeptidase","429","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67810","YP_793604.1","carboxyl-terminal protease","437","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67820","YP_793605.1","hypothetical protein","258","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67830","YP_793606.1","hypothetical protein","494","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67840","YP_793607.1","ABC-type amino acid transporter","252","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67850","YP_793608.1","ABC-type amino acid transport protein, periplasmic component","251","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67860","YP_793609.1","ABC-type amino acid transporter","249","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67880","YP_793610.1","imidazole glycerol phosphate synthase subunit HisF","257","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67890","YP_793611.1","1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase","246","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67900","YP_793612.1","hypothetical protein","87","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67920","YP_793613.1","imidazole glycerol phosphate synthase subunit HisH","214","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67930","YP_793614.1","imidazoleglycerol-phosphate dehydratase","198","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67940","YP_793615.1","hypothetical protein","133","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67960","YP_793616.1","hypothetical protein","79","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67970","YP_793617.1","hypothetical protein","369","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67975","YP_793618.1","hypothetical protein","751","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_67990","YP_793619.1","A/G-specific adenine glycosylase","356","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68000","YP_793620.1","hypothetical protein","91","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68040","YP_793621.1","short-chain dehydrogenase","246","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68050","YP_793622.1","hypothetical protein","230","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68060","YP_793623.1","ABC transporter ATP-binding protein","258","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68070","YP_793624.1","periplasmic binding protein","251","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68080","YP_793625.1","ABC transporter permease","232","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68090","YP_793626.1","ABC transporter permease","231","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68100","YP_793627.1","hypothetical protein","312","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68110","YP_793628.1","transcriptional regulator","157","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68120","YP_793629.1","outer membrane protein","493","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68130","YP_793630.1","multidrug resistance protein","395","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68140","YP_793631.1","drug efflux transporter","510","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68170","YP_793632.1","dTDP-D-glucose 4,6-dehydratase","353","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68190","YP_793633.1","dTDP-4-dehydrorhamnose reductase","303","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68200","YP_793634.1","glucose-1-phosphate thymidylyltransferase","294","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68210","YP_793635.1","dTDP-4-dehydrorhamnose 3,5-epimerase","182","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68230","YP_793636.1","two-component sensor","613","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68250","YP_793637.1","two-component response regulator","463","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68260","YP_793638.1","c4-dicarboxylate-binding protein","332","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68280","YP_793639.1","dicarboxylate transporter","211","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68290","YP_793640.1","C4-dicarboxylate transporter","428","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68300","YP_793641.1","arginine/ornithine antiporter","483","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68330","YP_793642.1","arginine deiminase","419","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68340","YP_793643.1","ornithine carbamoyltransferase","337","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68350","YP_793644.1","carbamate kinase","311","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68360","YP_793645.1","beta-ketoacyl synthase","635","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68370","YP_793646.1","3'(2'),5'-bisphosphate nucleotidase","274","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68380","YP_793647.1","ADP-ribose diphosphatase NudE","189","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68390","YP_793648.1","hydrolase","222","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68400","YP_793649.1","LysM domain/BON superfamily protein","146","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68420","YP_793650.1","LysR family transcriptional regulator","307","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68430","YP_793651.1","formate dehydrogenase accessory protein FdhD","280","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68440","YP_793652.1","oxidoreductase","774","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68450","YP_793653.1","hypothetical protein","138","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68460","YP_793654.1","hypothetical protein","136","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68470","YP_793655.1","hypothetical protein","72","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68480","YP_793656.1","chorismate mutase","186","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68490","YP_793657.1","hypothetical protein","148","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68500","YP_793658.1","iron-containing alcohol dehydrogenase","388","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68510","YP_793659.1","acyl-CoA dehydrogenase","597","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68530","YP_793660.1","3-hydroxyacyl-CoA dehydrogenase","412","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68550","YP_793661.1","LysR family transcriptional regulator","303","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_68560","YP_793662.1","nitroreductase","201","Cytoplasmic","Class 3","Primary"
