"Strain","Locus Tag","Accession","Product","Number of Amino Acids","Subcellular Localization","Confidence","Localization Group (Primary/Secondary)"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4847","NP_253534.1","biotin carboxyl carrier protein (BCCP)","157","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4848","NP_253535.1","biotin carboxylase","450","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4849","NP_253536.1","hypothetical protein","289","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4850","NP_253537.1","ribosomal protein L11 methyltransferase","295","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4851","NP_253538.1","hypothetical protein","422","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4852","NP_253539.1","conserved hypothetical protein","333","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4853","NP_253540.1","DNA-binding protein Fis","108","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4854","NP_253541.1","phosphoribosylaminoimidazolecarboxamide formyltransferase","536","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4855","NP_253542.1","phosphoribosylamine--glycine ligase","430","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4856","NP_253543.1","RetS (Regulator of Exopolysaccharide and Type III Secretion)","943","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4857","NP_253544.1","TspR","198","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4858","NP_253545.1","conserved hypothetical protein","422","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4858","NP_253545.1","conserved hypothetical protein","422","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4859","NP_253546","probable permease of ABC transporter","318","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4860","NP_253547.1","probable permease of ABC transporter","360","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4861","NP_253548.1","probable ATP-binding component of ABC transporter","286","Cytoplasmic Membrane","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4861","NP_253548.1","probable ATP-binding component of ABC transporter","286","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4862","NP_253549.1","probable ATP-binding component of ABC transporter","233","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4863","NP_253550.1","hypothetical protein","151","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4864","NP_253551.1","urease accessory protein","281","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4865","NP_253552.1","urease gamma subunit","101","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4866","NP_253553.1","conserved hypothetical protein","173","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4867","NP_253554.1","urease beta subunit","102","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4868","NP_253555.1","urease alpha subunit","567","Cytoplasmic","Class 1","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4868","NP_253555.1","urease alpha subunit","567","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4869","NP_253556.1","hypothetical protein","406","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4870","NP_253557.1","conserved hypothetical protein","89","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4871","NP_253558.1","hypothetical protein","205","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4872","NP_253559.1","hypothetical protein","288","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4873","NP_253560.1","probable heat-shock protein","422","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4874","NP_253561.1","conserved hypothetical protein","139","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4875","NP_253562","hypothetical protein","99","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4876","NP_253563.1","osmotically inducible lipoprotein OsmE","115","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4876","NP_253563.1","osmotically inducible lipoprotein OsmE","115","Outer Membrane Vesicle","Class 1","Secondary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4877","NP_253564.1","hypothetical protein","136","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4878","NP_253565.1","BrlR","271","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4879","NP_253566.1","conserved hypothetical protein","690","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4880","NP_253567.1","probable bacterioferritin","178","Cytoplasmic","Class 1","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4880","NP_253567.1","probable bacterioferritin","178","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4881","NP_253568.1","hypothetical protein","114","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4882","NP_253569.1","hypothetical protein","256","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4883","NP_253570.1","hypothetical protein","205","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4884","NP_253571.1","hypothetical protein","208","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4885","NP_253572.1","two-component response regulator","230","Cytoplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4885","NP_253572.1","two-component response regulator","230","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4886","NP_253573.1","probable two-component sensor","464","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4887","NP_253574.1","probable major facilitator superfamily (MFS) transporter","439","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4888","NP_253575.1","acyl-CoA delta-9-desaturase, DesB","371","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4889","NP_253576.1","probable oxidoreductase","367","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4889","NP_253576.1","probable oxidoreductase","367","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4890","NP_253577.1","DesT","210","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4891","NP_253578.1","urease accessory protein UreE","168","Cytoplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4891","NP_253578.1","urease accessory protein UreE","168","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4892","NP_253579.1","urease accessory protein UreF","224","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4893","NP_253580.1","urease accessory protein UreG","205","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4894","NP_253581.1","hypothetical protein","191","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4895","NP_253582.1","probable transmembrane sensor","341","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4896","NP_253583.1","probable sigma-70 factor, ECF subfamily","179","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4897","NP_253584.1","TonB-dependent receptor","990","Outer Membrane","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4897","NP_253584.1","TonB-dependent receptor","990","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4898","NP_253585.1","histidine porin OpdK","418","Outer Membrane","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4898","NP_253585.1","histidine porin OpdK","418","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4899","NP_253586.1","probable aldehyde dehydrogenase","490","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4900","NP_253587.1","probable major facilitator superfamily (MFS) transporter","447","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4901","NP_253588.1","benzoylformate decarboxylase","529","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4902","NP_253589.1","probable transcriptional regulator","299","Cytoplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4902","NP_253589.1","probable transcriptional regulator","299","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4903","NP_253590.1","probable major facilitator superfamily (MFS) transporter","445","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4904","NP_253591.1","vanillate O-demethylase oxygenase subunit","352","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4905","NP_253592.1","vanillate O-demethylase oxidoreductase","318","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4906","NP_253593.1","probable transcriptional regulator","238","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4907","NP_253594.1","probable short-chain dehydrogenase","254","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4908","NP_253595.1","hypothetical protein","311","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4909","NP_253596.1","probable ATP-binding component of ABC transporter","239","Cytoplasmic Membrane","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4909","NP_253596.1","probable ATP-binding component of ABC transporter","239","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4909","NP_253596.1","probable ATP-binding component of ABC transporter","239","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4910","NP_253597.1","branched chain amino acid ABC transporter ATP binding protein","291","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4910","NP_253597.1","branched chain amino acid ABC transporter ATP binding protein","291","Cytoplasmic Membrane","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4910","NP_253597.1","branched chain amino acid ABC transporter ATP binding protein","291","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4911","NP_253598.1","probable permease of ABC branched-chain amino acid transporter","426","Cytoplasmic Membrane","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4911","NP_253598.1","probable permease of ABC branched-chain amino acid transporter","426","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4912","NP_253599.1","branched chain amino acid ABC transporter membrane protein","305","Cytoplasmic Membrane","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4912","NP_253599.1","branched chain amino acid ABC transporter membrane protein","305","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4913","NP_253600.1","probable binding protein component of ABC transporter","375","Periplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4913","NP_253600.1","probable binding protein component of ABC transporter","375","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4914","NP_253601.1","transcriptional regulator, AmaR","313","Cytoplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4914","NP_253601.1","transcriptional regulator, AmaR","313","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4915","NP_253602.1","probable chemotaxis transducer","542","Outer Membrane","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4915","NP_253602.1","probable chemotaxis transducer","542","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4915","NP_253602.1","probable chemotaxis transducer","542","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4916","NP_253603.1","Nudix-related transcriptional regulator NrtR","232","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4917","NP_253604.1","nicotinate mononucleotide adenylyltransferase NadD2","201","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4918","NP_253605.1","nicotinamidase, PcnA","220","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4919","NP_253606.1","nicotinate phosphoribosyltransferase","400","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4920","NP_253607.1","NH3-dependent NAD synthetase","276","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4921","NP_253608.1","cholinesterase, ChoE","308","Extracellular","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4921","NP_253608.1","cholinesterase, ChoE","308","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4922","NP_253609.1","azurin precursor","149","Periplasmic","Class 1","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4922","NP_253609.1","azurin precursor","149","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4923","NP_253610.1","conserved hypothetical protein","196","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4924","NP_253611.1","conserved hypothetical protein","232","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4925","NP_253612.1","conserved hypothetical protein","284","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4926","NP_253613.1","conserved hypothetical protein","312","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4927","NP_253614.1","conserved hypothetical protein","831","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4928","NP_253615.1","conserved hypothetical protein","748","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4929","NP_253616.1","hypothetical protein","681","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4930","NP_253617.1","biosynthetic alanine racemase","359","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4931","NP_253618.1","replicative DNA helicase","465","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4932","NP_253619.1","50S ribosomal protein L9","149","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4933","NP_253620.1","hypothetical protein","290","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4934","NP_253621.1","30S ribosomal protein S18","77","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4935","NP_253622.1","30S ribosomal protein S6","140","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4936","NP_253623.1","probable rRNA methylase","249","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4937","NP_253624.1","exoribonuclease RNase R","905","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4938","NP_253625.1","adenylosuccinate synthetase","431","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4939","NP_253626.1","conserved hypothetical protein","395","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4940","NP_253627.1","conserved hypothetical protein","62","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4941","NP_253628.1","protease subunit HflC","290","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4941","NP_253628.1","protease subunit HflC","290","Outer Membrane Vesicle","Class 1","Secondary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4942","NP_253629.1","protease subunit HflK","401","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4942","NP_253629.1","protease subunit HflK","401","Outer Membrane Vesicle","Class 1","Secondary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4943","NP_253630.1","probable GTP-binding protein","434","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4944","NP_253631.1","Hfq","83","Cytoplasmic","Class 1","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4944","NP_253631.1","Hfq","83","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA4945","NP_253632.1","delta 2-isopentenylpyrophosphate transferase","324","Cytoplasmic","Class 3","Primary"
